gene_name	gene_ID	transcript_ID	alteration	chromosome_37	start_37	end_37	action	link	role_in_cancer
FANCA	ENSG00000187741	ENST00000389301	Amplification	NA	NA	NA	Trial (prostate ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCA	ENSG00000187741	ENST00000389301	Amplification	NA	NA	NA	Trial (prostate ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCB	ENSG00000181544	ENST00000398334	Amplification	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCB	ENSG00000181544	ENST00000398334	Amplification	NA	NA	NA	Trial (SCC Lung)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCB	ENSG00000181544	ENST00000398334	Amplification	NA	NA	NA	Trial (SCLC)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCB	ENSG00000181544	ENST00000398334	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCB	ENSG00000181544	ENST00000398334	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCB	ENSG00000181544	ENST00000398334	Amplification	NA	NA	NA	Trial (cervical ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCB	ENSG00000181544	ENST00000398334	Amplification	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCB	ENSG00000181544	ENST00000398334	Amplification	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCB	ENSG00000181544	ENST00000398334	Amplification	NA	NA	NA	Trial (endometrial ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCB	ENSG00000181544	ENST00000398334	Amplification	NA	NA	NA	Trial (head neck SCC)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCB	ENSG00000181544	ENST00000398334	Amplification	NA	NA	NA	Trial (lung ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCB	ENSG00000181544	ENST00000398334	Amplification	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCB	ENSG00000181544	ENST00000398334	Amplification	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCB	ENSG00000181544	ENST00000398334	Amplification	NA	NA	NA	Trial (prostate ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCB	ENSG00000181544	ENST00000398334	Amplification	NA	NA	NA	Trial (prostate ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCC	ENSG00000158169	ENST00000289081	Amplification	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCC	ENSG00000158169	ENST00000289081	Amplification	NA	NA	NA	Trial (SCC Lung)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCC	ENSG00000158169	ENST00000289081	Amplification	NA	NA	NA	Trial (SCLC)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCC	ENSG00000158169	ENST00000289081	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCC	ENSG00000158169	ENST00000289081	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCC	ENSG00000158169	ENST00000289081	Amplification	NA	NA	NA	Trial (cervical ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCC	ENSG00000158169	ENST00000289081	Amplification	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCC	ENSG00000158169	ENST00000289081	Amplification	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCC	ENSG00000158169	ENST00000289081	Amplification	NA	NA	NA	Trial (endometrial ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCC	ENSG00000158169	ENST00000289081	Amplification	NA	NA	NA	Trial (head neck SCC)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCC	ENSG00000158169	ENST00000289081	Amplification	NA	NA	NA	Trial (lung ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCC	ENSG00000158169	ENST00000289081	Amplification	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCC	ENSG00000158169	ENST00000289081	Amplification	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCC	ENSG00000158169	ENST00000289081	Amplification	NA	NA	NA	Trial (prostate ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCC	ENSG00000158169	ENST00000289081	Amplification	NA	NA	NA	Trial (prostate ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCD2	ENSG00000144554	ENST00000287647	Amplification	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCD2	ENSG00000144554	ENST00000287647	Amplification	NA	NA	NA	Trial (SCC Lung)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCD2	ENSG00000144554	ENST00000287647	Amplification	NA	NA	NA	Trial (SCLC)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCD2	ENSG00000144554	ENST00000287647	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCD2	ENSG00000144554	ENST00000287647	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCD2	ENSG00000144554	ENST00000287647	Amplification	NA	NA	NA	Trial (cervical ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCD2	ENSG00000144554	ENST00000287647	Amplification	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCD2	ENSG00000144554	ENST00000287647	Amplification	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCD2	ENSG00000144554	ENST00000287647	Amplification	NA	NA	NA	Trial (endometrial ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCD2	ENSG00000144554	ENST00000287647	Amplification	NA	NA	NA	Trial (head neck SCC)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCD2	ENSG00000144554	ENST00000287647	Amplification	NA	NA	NA	Trial (lung ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCD2	ENSG00000144554	ENST00000287647	Amplification	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCD2	ENSG00000144554	ENST00000287647	Amplification	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCD2	ENSG00000144554	ENST00000287647	Amplification	NA	NA	NA	Trial (prostate ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCD2	ENSG00000144554	ENST00000287647	Amplification	NA	NA	NA	Trial (prostate ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCE	ENSG00000112039	ENST00000229769	Amplification	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCE	ENSG00000112039	ENST00000229769	Amplification	NA	NA	NA	Trial (SCC Lung)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCE	ENSG00000112039	ENST00000229769	Amplification	NA	NA	NA	Trial (SCLC)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCE	ENSG00000112039	ENST00000229769	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCE	ENSG00000112039	ENST00000229769	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCE	ENSG00000112039	ENST00000229769	Amplification	NA	NA	NA	Trial (cervical ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCE	ENSG00000112039	ENST00000229769	Amplification	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCE	ENSG00000112039	ENST00000229769	Amplification	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCE	ENSG00000112039	ENST00000229769	Amplification	NA	NA	NA	Trial (endometrial ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCE	ENSG00000112039	ENST00000229769	Amplification	NA	NA	NA	Trial (head neck SCC)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCE	ENSG00000112039	ENST00000229769	Amplification	NA	NA	NA	Trial (lung ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCE	ENSG00000112039	ENST00000229769	Amplification	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCE	ENSG00000112039	ENST00000229769	Amplification	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCE	ENSG00000112039	ENST00000229769	Amplification	NA	NA	NA	Trial (prostate ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCE	ENSG00000112039	ENST00000229769	Amplification	NA	NA	NA	Trial (prostate ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCF	ENSG00000183161	ENST00000327470	Amplification	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCF	ENSG00000183161	ENST00000327470	Amplification	NA	NA	NA	Trial (SCC Lung)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCF	ENSG00000183161	ENST00000327470	Amplification	NA	NA	NA	Trial (SCLC)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCF	ENSG00000183161	ENST00000327470	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCF	ENSG00000183161	ENST00000327470	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCF	ENSG00000183161	ENST00000327470	Amplification	NA	NA	NA	Trial (cervical ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCF	ENSG00000183161	ENST00000327470	Amplification	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCF	ENSG00000183161	ENST00000327470	Amplification	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCF	ENSG00000183161	ENST00000327470	Amplification	NA	NA	NA	Trial (endometrial ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCF	ENSG00000183161	ENST00000327470	Amplification	NA	NA	NA	Trial (head neck SCC)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCF	ENSG00000183161	ENST00000327470	Amplification	NA	NA	NA	Trial (lung ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCF	ENSG00000183161	ENST00000327470	Amplification	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCF	ENSG00000183161	ENST00000327470	Amplification	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCF	ENSG00000183161	ENST00000327470	Amplification	NA	NA	NA	Trial (prostate ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCF	ENSG00000183161	ENST00000327470	Amplification	NA	NA	NA	Trial (prostate ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCG	ENSG00000221829	ENST00000378643	Amplification	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCG	ENSG00000221829	ENST00000378643	Amplification	NA	NA	NA	Trial (SCC Lung)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCG	ENSG00000221829	ENST00000378643	Amplification	NA	NA	NA	Trial (SCLC)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCG	ENSG00000221829	ENST00000378643	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCG	ENSG00000221829	ENST00000378643	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCG	ENSG00000221829	ENST00000378643	Amplification	NA	NA	NA	Trial (cervical ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCG	ENSG00000221829	ENST00000378643	Amplification	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCG	ENSG00000221829	ENST00000378643	Amplification	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCG	ENSG00000221829	ENST00000378643	Amplification	NA	NA	NA	Trial (endometrial ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCG	ENSG00000221829	ENST00000378643	Amplification	NA	NA	NA	Trial (head neck SCC)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCG	ENSG00000221829	ENST00000378643	Amplification	NA	NA	NA	Trial (lung ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCG	ENSG00000221829	ENST00000378643	Amplification	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCG	ENSG00000221829	ENST00000378643	Amplification	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCG	ENSG00000221829	ENST00000378643	Amplification	NA	NA	NA	Trial (prostate ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCG	ENSG00000221829	ENST00000378643	Amplification	NA	NA	NA	Trial (prostate ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCI	ENSG00000140525	ENST00000310775	Amplification	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCI	ENSG00000140525	ENST00000310775	Amplification	NA	NA	NA	Trial (SCC Lung)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCI	ENSG00000140525	ENST00000310775	Amplification	NA	NA	NA	Trial (SCLC)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCI	ENSG00000140525	ENST00000310775	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCI	ENSG00000140525	ENST00000310775	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCI	ENSG00000140525	ENST00000310775	Amplification	NA	NA	NA	Trial (cervical ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCI	ENSG00000140525	ENST00000310775	Amplification	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCI	ENSG00000140525	ENST00000310775	Amplification	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCI	ENSG00000140525	ENST00000310775	Amplification	NA	NA	NA	Trial (endometrial ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCI	ENSG00000140525	ENST00000310775	Amplification	NA	NA	NA	Trial (head neck SCC)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCI	ENSG00000140525	ENST00000310775	Amplification	NA	NA	NA	Trial (lung ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCI	ENSG00000140525	ENST00000310775	Amplification	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCI	ENSG00000140525	ENST00000310775	Amplification	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCI	ENSG00000140525	ENST00000310775	Amplification	NA	NA	NA	Trial (prostate ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCI	ENSG00000140525	ENST00000310775	Amplification	NA	NA	NA	Trial (prostate ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCL	ENSG00000115392	ENST00000402135	Amplification	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCL	ENSG00000115392	ENST00000402135	Amplification	NA	NA	NA	Trial (SCC Lung)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCL	ENSG00000115392	ENST00000402135	Amplification	NA	NA	NA	Trial (SCLC)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCL	ENSG00000115392	ENST00000402135	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCL	ENSG00000115392	ENST00000402135	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCL	ENSG00000115392	ENST00000402135	Amplification	NA	NA	NA	Trial (cervical ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCL	ENSG00000115392	ENST00000402135	Amplification	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCL	ENSG00000115392	ENST00000402135	Amplification	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCL	ENSG00000115392	ENST00000402135	Amplification	NA	NA	NA	Trial (endometrial ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCL	ENSG00000115392	ENST00000402135	Amplification	NA	NA	NA	Trial (head neck SCC)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCL	ENSG00000115392	ENST00000402135	Amplification	NA	NA	NA	Trial (lung ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCL	ENSG00000115392	ENST00000402135	Amplification	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCL	ENSG00000115392	ENST00000402135	Amplification	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCL	ENSG00000115392	ENST00000402135	Amplification	NA	NA	NA	Trial (prostate ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCL	ENSG00000115392	ENST00000402135	Amplification	NA	NA	NA	Trial (prostate ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCM	ENSG00000187790	ENST00000267430	Amplification	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCM	ENSG00000187790	ENST00000267430	Amplification	NA	NA	NA	Trial (SCC Lung)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCM	ENSG00000187790	ENST00000267430	Amplification	NA	NA	NA	Trial (SCLC)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCM	ENSG00000187790	ENST00000267430	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCM	ENSG00000187790	ENST00000267430	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCM	ENSG00000187790	ENST00000267430	Amplification	NA	NA	NA	Trial (cervical ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCM	ENSG00000187790	ENST00000267430	Amplification	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCM	ENSG00000187790	ENST00000267430	Amplification	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCM	ENSG00000187790	ENST00000267430	Amplification	NA	NA	NA	Trial (endometrial ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCM	ENSG00000187790	ENST00000267430	Amplification	NA	NA	NA	Trial (head neck SCC)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCM	ENSG00000187790	ENST00000267430	Amplification	NA	NA	NA	Trial (lung ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCM	ENSG00000187790	ENST00000267430	Amplification	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCM	ENSG00000187790	ENST00000267430	Amplification	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FANCM	ENSG00000187790	ENST00000267430	Amplification	NA	NA	NA	Trial (prostate ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
FANCM	ENSG00000187790	ENST00000267430	Amplification	NA	NA	NA	Trial (prostate ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
FGF1	ENSG00000113578	ENST00000621536	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02052778	
FGF1	ENSG00000113578	ENST00000621536	Amplification	NA	NA	NA	Trial (urothelial ca)	https://clinicaltrials.gov/ct2/show/NCT02872714	
FGF10	ENSG00000070193	ENST00000264664	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02052778	
FGF10	ENSG00000070193	ENST00000264664	Amplification	NA	NA	NA	Trial (urothelial ca)	https://clinicaltrials.gov/ct2/show/NCT02872714	
FGF11	ENSG00000161958	ENST00000293829	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02052778	
FGF11	ENSG00000161958	ENST00000293829	Amplification	NA	NA	NA	Trial (urothelial ca)	https://clinicaltrials.gov/ct2/show/NCT02872714	
FGF12	ENSG00000114279	ENST00000454309	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02052778	
FGF12	ENSG00000114279	ENST00000454309	Amplification	NA	NA	NA	Trial (urothelial ca)	https://clinicaltrials.gov/ct2/show/NCT02872714	
FGF13	ENSG00000129682	ENST00000436198	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02052778	
FGF13	ENSG00000129682	ENST00000436198	Amplification	NA	NA	NA	Trial (urothelial ca)	https://clinicaltrials.gov/ct2/show/NCT02872714	
FGF14	ENSG00000102466	ENST00000376131	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02052778	
FGF14	ENSG00000102466	ENST00000376131	Amplification	NA	NA	NA	Trial (urothelial ca)	https://clinicaltrials.gov/ct2/show/NCT02872714	
FGF16	ENSG00000196468	ENST00000439435	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02052778	
FGF16	ENSG00000196468	ENST00000439435	Amplification	NA	NA	NA	Trial (urothelial ca)	https://clinicaltrials.gov/ct2/show/NCT02872714	
FGF17	ENSG00000158815	ENST00000359441	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02052778	
FGF17	ENSG00000158815	ENST00000359441	Amplification	NA	NA	NA	Trial (urothelial ca)	https://clinicaltrials.gov/ct2/show/NCT02872714	
FGF18	ENSG00000156427	ENST00000274625	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02052778	
FGF18	ENSG00000156427	ENST00000274625	Amplification	NA	NA	NA	Trial (urothelial ca)	https://clinicaltrials.gov/ct2/show/NCT02872714	
FGF19	ENSG00000162344	ENST00000294312	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02052778	
FGF19	ENSG00000162344	ENST00000294312	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02508467	
FGF19	ENSG00000162344	ENST00000294312	Amplification	NA	NA	NA	Trial (hepatocellular ca)	https://clinicaltrials.gov/ct2/show/NCT02508467	
FGF19	ENSG00000162344	ENST00000294312	Amplification	NA	NA	NA	Trial (urothelial ca)	https://clinicaltrials.gov/ct2/show/NCT02872714	
FGF2	ENSG00000138685	ENST00000614010	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02052778	
FGF2	ENSG00000138685	ENST00000614010	Amplification	NA	NA	NA	Trial (urothelial ca)	https://clinicaltrials.gov/ct2/show/NCT02872714	
FGF20	ENSG00000078579	ENST00000180166	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02052778	
FGF20	ENSG00000078579	ENST00000180166	Amplification	NA	NA	NA	Trial (urothelial ca)	https://clinicaltrials.gov/ct2/show/NCT02872714	
